,userId,count_of,challenges_cat,tagged
0,00bd173704c04d4a8e2c05e43856e1b8,"[490.0, 490.0]","['Love', 'MentalHealth']","[{'Love': 490.0}, {'MentalHealth': 490.0}]"
1,00d88791e1464109885139e0cafb5e6b,"[1005.0, 695.0, 514.0, 350.0, 343.0, 239.0, 238.0, 225.0, 212.0, 211.0]","['Education', 'SocialMedia', 'GenderDynamics', 'Covid', 'Love', 'Marriage', 'Empowerment', 'FamilyRelationships', 'Parenting', 'Inlaws']","[{'Education': 1005.0}, {'SocialMedia': 695.0}, {'GenderDynamics': 514.0}, {'Covid': 350.0}, {'Love': 343.0}, {'Marriage': 239.0}, {'Empowerment': 238.0}, {'FamilyRelationships': 225.0}, {'Parenting': 212.0}, {'Inlaws': 211.0}]"
2,01b10c4f67e544949d9306a10e437d20,"[7447.0, 6477.0, 5622.0, 5061.0, 4759.0, 4638.0, 4638.0, 1441.0, 878.0, 518.0]","['Marriage', 'Love', 'Strength', 'Education', 'SelfCare', 'Empowerment', 'Religion', 'Emotions', 'MentalHealth', 'GenderDynamics']","[{'Marriage': 7447.0}, {'Love': 6477.0}, {'Strength': 5622.0}, {'Education': 5061.0}, {'SelfCare': 4759.0}, {'Empowerment': 4638.0}, {'Religion': 4638.0}, {'Emotions': 1441.0}, {'MentalHealth': 878.0}, {'GenderDynamics': 518.0}]"
3,01b11294b4494220b2c7ee55df673b8a,"[59.0, 59.0, 18.0, 18.0, 18.0, 18.0]","['SelfCare', 'Strength', 'Communication', 'Education', 'Finance', 'Marriage']","[{'SelfCare': 59.0}, {'Strength': 59.0}, {'Communication': 18.0}, {'Education': 18.0}, {'Finance': 18.0}, {'Marriage': 18.0}]"
4,0206a5791dd74797a6348abbb97f29e3,"[12.0, 12.0]","['Marriage', 'Parenting']","[{'Marriage': 12.0}, {'Parenting': 12.0}]"
5,027708e3595f45859504d137416a8dfe,"[113.0, 113.0, 113.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 18.0]","['Communication', 'Love', 'SelfCare', 'BabyCare', 'Breastfeeding', 'HealthWellness', 'Hygiene', 'PottyTraining', 'Sleep', 'Parenting']","[{'Communication': 113.0}, {'Love': 113.0}, {'SelfCare': 113.0}, {'BabyCare': 20.0}, {'Breastfeeding': 20.0}, {'HealthWellness': 20.0}, {'Hygiene': 20.0}, {'PottyTraining': 20.0}, {'Sleep': 20.0}, {'Parenting': 18.0}]"
6,027b4a075fc04ce6ba4e63df6c289834,"[6.0, 6.0, 6.0]","['Education', 'Marriage', 'Strength']","[{'Education': 6.0}, {'Marriage': 6.0}, {'Strength': 6.0}]"
7,02a56c794fc44f508e2fd9cab2f172e5,"[334.0, 334.0, 334.0, 334.0, 334.0, 334.0, 334.0]","['Grief', 'Love', 'Marriage', 'Motherhood', 'Parenting', 'Relationship', 'Strength']","[{'Grief': 334.0}, {'Love': 334.0}, {'Marriage': 334.0}, {'Motherhood': 334.0}, {'Parenting': 334.0}, {'Relationship': 334.0}, {'Strength': 334.0}]"
8,02b8b165e04045f8a00529e6069b9189,[4.0],['Motherhood'],[{'Motherhood': 4.0}]
9,0304771dc9fa478caed4340c50b77b81,"[363.0, 338.0, 338.0, 175.0, 114.0, 68.0, 64.0, 55.0, 34.0, 30.0]","['HealthyEating', 'Cooking', 'Ingredient', 'Exercise', 'HealthWellness', 'Festivals', 'Vegetarian', 'MentalHealth', 'Love', 'Emotions']","[{'HealthyEating': 363.0}, {'Cooking': 338.0}, {'Ingredient': 338.0}, {'Exercise': 175.0}, {'HealthWellness': 114.0}, {'Festivals': 68.0}, {'Vegetarian': 64.0}, {'MentalHealth': 55.0}, {'Love': 34.0}, {'Emotions': 30.0}]"
10,032e75ec92f64707a921f66e1132ef1c,[11.0],['Parenting'],[{'Parenting': 11.0}]
11,033eb16d5b0b431abaafe8a8e9929b41,[3.0],['Education'],[{'Education': 3.0}]
12,03af12f3dd7744ba834743f0b5ef13e2,"[654.0, 599.0, 485.0, 469.0, 349.0, 349.0, 349.0, 349.0, 349.0, 305.0]","['Love', 'MentalHealth', 'Education', 'Empowerment', 'Marriage', 'Parenting', 'Relationship', 'Strength', 'sexintimacy', 'Emotions']","[{'Love': 654.0}, {'MentalHealth': 599.0}, {'Education': 485.0}, {'Empowerment': 469.0}, {'Marriage': 349.0}, {'Parenting': 349.0}, {'Relationship': 349.0}, {'Strength': 349.0}, {'sexintimacy': 349.0}, {'Emotions': 305.0}]"
13,03b2175c692a4bcf912eba32f9267ea6,"[589.0, 532.0, 39.0, 39.0, 39.0]","['Love', 'Marriage', 'Education', 'Nostalgia', 'Relationship']","[{'Love': 589.0}, {'Marriage': 532.0}, {'Education': 39.0}, {'Nostalgia': 39.0}, {'Relationship': 39.0}]"
14,03d8ac75e3b941238e5e56e15c35ad05,"[40.0, 40.0, 40.0]","['Covid', 'Love', 'Travel']","[{'Covid': 40.0}, {'Love': 40.0}, {'Travel': 40.0}]"
15,03e1dad91b7c4e0ca26f1366e9b8901f,"[36.0, 36.0, 25.0, 25.0, 25.0, 19.0, 11.0]","['Activities', 'Education', 'ArtCraft', 'Technology', 'TimeManagement', 'Schooling', 'BrainDevelopment']","[{'Activities': 36.0}, {'Education': 36.0}, {'ArtCraft': 25.0}, {'Technology': 25.0}, {'TimeManagement': 25.0}, {'Schooling': 19.0}, {'BrainDevelopment': 11.0}]"
16,03fa7bbc88ad4e0480af3af2ab23ae37,"[3707.0, 3245.0, 3043.0, 1810.0, 1598.0, 831.0, 508.0, 508.0, 508.0, 129.0]","['Education', 'Love', 'Strength', 'MentalHealth', 'Divorce', 'Marriage', 'Empowerment', 'Equality', 'GenderDynamics', 'Reading']","[{'Education': 3707.0}, {'Love': 3245.0}, {'Strength': 3043.0}, {'MentalHealth': 1810.0}, {'Divorce': 1598.0}, {'Marriage': 831.0}, {'Empowerment': 508.0}, {'Equality': 508.0}, {'GenderDynamics': 508.0}, {'Reading': 129.0}]"
17,0415b2bae64743b1b2fdfff4d1c961a4,[17.0],['Love'],[{'Love': 17.0}]
18,04597a6a7d9a4d5494aa51d77e936ff4,"[604.0, 275.0, 236.0, 154.0]","['Education', 'Love', 'MentalHealth', 'Covid']","[{'Education': 604.0}, {'Love': 275.0}, {'MentalHealth': 236.0}, {'Covid': 154.0}]"
19,0516cb1a74234166a5c87c319537f7e4,"[294.0, 294.0, 279.0, 279.0, 279.0]","['Education', 'Exercise', 'Covid', 'Emotions', 'Parenting']","[{'Education': 294.0}, {'Exercise': 294.0}, {'Covid': 279.0}, {'Emotions': 279.0}, {'Parenting': 279.0}]"
20,0528188e28d44bfeb09a3c527e4eaa82,"[922.0, 922.0]","['Love', 'Travel']","[{'Love': 922.0}, {'Travel': 922.0}]"
21,0542bb3165f843fd896a6d985a95f4b0,"[819.0, 749.0, 749.0, 70.0, 70.0, 70.0]","['Relationship', 'Covid', 'Parenting', 'Emotions', 'Love', 'Marriage']","[{'Relationship': 819.0}, {'Covid': 749.0}, {'Parenting': 749.0}, {'Emotions': 70.0}, {'Love': 70.0}, {'Marriage': 70.0}]"
22,0569b3d36aaa4cf79f0e991d3485265c,"[292.0, 292.0, 292.0, 292.0, 292.0]","['FamilyRelationships', 'Inlaws', 'Marriage', 'Relationship', 'Society']","[{'FamilyRelationships': 292.0}, {'Inlaws': 292.0}, {'Marriage': 292.0}, {'Relationship': 292.0}, {'Society': 292.0}]"
23,059aff0d0cf94da2baf1ff56289090dc,"[74.0, 58.0]","['MentalHealth', 'Covid']","[{'MentalHealth': 74.0}, {'Covid': 58.0}]"
24,05a4ef3a4ae4415189aeb6ff5135d1ca,"[36.0, 36.0, 36.0, 36.0, 36.0, 30.0, 30.0, 4.0]","['Emotions', 'Love', 'Motherhood', 'Parenting', 'Strength', 'MentalHealth', 'SelfCare', 'Festivals']","[{'Emotions': 36.0}, {'Love': 36.0}, {'Motherhood': 36.0}, {'Parenting': 36.0}, {'Strength': 36.0}, {'MentalHealth': 30.0}, {'SelfCare': 30.0}, {'Festivals': 4.0}]"
25,05fb83bfa8c4451dbfaa7ab55213df41,"[315.0, 213.0, 192.0, 109.0, 109.0, 104.0, 59.0, 59.0]","['Pregnancy', 'Emotions', 'Love', 'Covid', 'HealthWellness', 'Strength', 'Motherhood', 'Parenting']","[{'Pregnancy': 315.0}, {'Emotions': 213.0}, {'Love': 192.0}, {'Covid': 109.0}, {'HealthWellness': 109.0}, {'Strength': 104.0}, {'Motherhood': 59.0}, {'Parenting': 59.0}]"
26,06483217564f4b1cb5dffe0c1cbdf1fb,"[128.0, 122.0, 87.0, 87.0, 87.0, 49.0, 49.0, 49.0, 17.0, 17.0]","['Education', 'Covid', 'BeautyFashion', 'Cooking', 'HealthWellness', 'FamilyRelationships', 'Marriage', 'Nostalgia', 'Nature', 'Religion']","[{'Education': 128.0}, {'Covid': 122.0}, {'BeautyFashion': 87.0}, {'Cooking': 87.0}, {'HealthWellness': 87.0}, {'FamilyRelationships': 49.0}, {'Marriage': 49.0}, {'Nostalgia': 49.0}, {'Nature': 17.0}, {'Religion': 17.0}]"
27,06587a891b1645fe99426f89e1881154,"[116.0, 116.0, 116.0]","['Emotions', 'Love', 'Marriage']","[{'Emotions': 116.0}, {'Love': 116.0}, {'Marriage': 116.0}]"
28,066c1af521264e79a1e6904157a1e607,"[57.0, 57.0, 57.0, 57.0, 57.0, 57.0, 56.0, 56.0, 56.0, 56.0]","['BabyCare', 'BeautyFashion', 'MentalHealth', 'SelfCare', 'Sleep', 'Travel', 'Covid', 'Emotions', 'Nostalgia', 'Strength']","[{'BabyCare': 57.0}, {'BeautyFashion': 57.0}, {'MentalHealth': 57.0}, {'SelfCare': 57.0}, {'Sleep': 57.0}, {'Travel': 57.0}, {'Covid': 56.0}, {'Emotions': 56.0}, {'Nostalgia': 56.0}, {'Strength': 56.0}]"
29,06981851e00a4f599a58f3bf580f9c75,"[6104.0, 5968.0, 3466.0, 2643.0, 1268.0, 962.0, 904.0, 773.0, 722.0, 669.0]","['Motherhood', 'Strength', 'Love', 'Education', 'Parenting', 'Nostalgia', 'Covid', 'Emotions', 'Empowerment', 'HealthWellness']","[{'Motherhood': 6104.0}, {'Strength': 5968.0}, {'Love': 3466.0}, {'Education': 2643.0}, {'Parenting': 1268.0}, {'Nostalgia': 962.0}, {'Covid': 904.0}, {'Emotions': 773.0}, {'Empowerment': 722.0}, {'HealthWellness': 669.0}]"
30,06f096020fb2404c8505e62b9facda0c,"[284.0, 196.0, 138.0, 131.0, 109.0, 105.0, 101.0, 100.0, 97.0, 32.0]","['Love', 'Strength', 'BeautyFashion', 'Education', 'Parenting', 'SelfCare', 'Marriage', 'Cooking', 'Emotions', 'Motherhood']","[{'Love': 284.0}, {'Strength': 196.0}, {'BeautyFashion': 138.0}, {'Education': 131.0}, {'Parenting': 109.0}, {'SelfCare': 105.0}, {'Marriage': 101.0}, {'Cooking': 100.0}, {'Emotions': 97.0}, {'Motherhood': 32.0}]"
31,07119e0bbb264662be0662f581abb848,[48.0],['Parenting'],[{'Parenting': 48.0}]
32,0717f9e8faaf4cc2bb1e117fab9a4332,"[2349.0, 2349.0, 2349.0, 2349.0, 222.0, 61.0, 34.0]","['BabyCare', 'BeautyFashion', 'HealthyEating', 'SkinCare', 'Emotions', 'Strength', 'Covid']","[{'BabyCare': 2349.0}, {'BeautyFashion': 2349.0}, {'HealthyEating': 2349.0}, {'SkinCare': 2349.0}, {'Emotions': 222.0}, {'Strength': 61.0}, {'Covid': 34.0}]"
33,0724cf60a2644cc592aa12a8979ac825,"[12.0, 12.0]","['Love', 'MoviesTV']","[{'Love': 12.0}, {'MoviesTV': 12.0}]"
34,0789f2ec8055468fb8fe578921c1887f,"[119.0, 89.0, 52.0, 52.0, 52.0, 52.0, 52.0, 30.0, 30.0, 30.0]","['BeautyFashion', 'Nostalgia', 'Covid', 'Exercise', 'HealthWellness', 'HealthyEating', 'YogaMeditation', 'Empowerment', 'Travel', 'Vacation']","[{'BeautyFashion': 119.0}, {'Nostalgia': 89.0}, {'Covid': 52.0}, {'Exercise': 52.0}, {'HealthWellness': 52.0}, {'HealthyEating': 52.0}, {'YogaMeditation': 52.0}, {'Empowerment': 30.0}, {'Travel': 30.0}, {'Vacation': 30.0}]"
35,0827148978334b769654d7103312d7d3,"[151.0, 151.0, 151.0, 151.0, 151.0]","['Emotions', 'Love', 'Marriage', 'Relationship', 'Strength']","[{'Emotions': 151.0}, {'Love': 151.0}, {'Marriage': 151.0}, {'Relationship': 151.0}, {'Strength': 151.0}]"
36,085b03b5bbc74de88817104f0a4832ce,"[21.0, 21.0, 21.0, 21.0, 21.0]","['BeautyFashion', 'Cooking', 'HealthyEating', 'Hygiene', 'Ingredient']","[{'BeautyFashion': 21.0}, {'Cooking': 21.0}, {'HealthyEating': 21.0}, {'Hygiene': 21.0}, {'Ingredient': 21.0}]"
37,08f0b1f824a240a9a551b3e28ba9136e,"[97.0, 97.0, 97.0, 97.0, 89.0, 70.0, 70.0, 70.0, 58.0, 58.0]","['HealthCondition', 'HealthWellness', 'HealthyEating', 'MentalHealth', 'Education', 'Exercise', 'Religion', 'SelfCare', 'Relationship', 'Strength']","[{'HealthCondition': 97.0}, {'HealthWellness': 97.0}, {'HealthyEating': 97.0}, {'MentalHealth': 97.0}, {'Education': 89.0}, {'Exercise': 70.0}, {'Religion': 70.0}, {'SelfCare': 70.0}, {'Relationship': 58.0}, {'Strength': 58.0}]"
38,09077f91041b4361a73e5264d03bc668,"[212.0, 212.0, 212.0, 212.0, 212.0, 212.0]","['Education', 'Empowerment', 'Love', 'Marriage', 'Relationship', 'Society']","[{'Education': 212.0}, {'Empowerment': 212.0}, {'Love': 212.0}, {'Marriage': 212.0}, {'Relationship': 212.0}, {'Society': 212.0}]"
39,092a8c411fad4e0cb09b134489313ddd,"[46.0, 26.0, 23.0, 15.0, 13.0, 13.0, 8.0, 8.0, 8.0, 6.0]","['HealthyEating', 'Strength', 'HealthWellness', 'Ingredient', 'Education', 'MentalHealth', 'Exercise', 'Pregnancy', 'Sleep', 'Cooking']","[{'HealthyEating': 46.0}, {'Strength': 26.0}, {'HealthWellness': 23.0}, {'Ingredient': 15.0}, {'Education': 13.0}, {'MentalHealth': 13.0}, {'Exercise': 8.0}, {'Pregnancy': 8.0}, {'Sleep': 8.0}, {'Cooking': 6.0}]"
40,092c67a3dd614e688f406d2670c512ed,"[380.0, 123.0, 115.0, 89.0, 85.0, 81.0, 51.0, 46.0, 44.0, 29.0]","['Love', 'SelfCare', 'sexintimacy', 'Strength', 'Emotions', 'Parenting', 'Relationship', 'Happiness', 'Marriage', 'Education']","[{'Love': 380.0}, {'SelfCare': 123.0}, {'sexintimacy': 115.0}, {'Strength': 89.0}, {'Emotions': 85.0}, {'Parenting': 81.0}, {'Relationship': 51.0}, {'Happiness': 46.0}, {'Marriage': 44.0}, {'Education': 29.0}]"
41,099c3929677c475286399c4eb3a8b2ba,"[174.0, 174.0, 174.0, 174.0, 174.0, 174.0, 174.0]","['Education', 'Emotions', 'FamilyRelationships', 'Love', 'Marriage', 'Parenting', 'Relationship']","[{'Education': 174.0}, {'Emotions': 174.0}, {'FamilyRelationships': 174.0}, {'Love': 174.0}, {'Marriage': 174.0}, {'Parenting': 174.0}, {'Relationship': 174.0}]"
42,0a1e14bbaa944b1abdb92f39434b4b8d,"[3.0, 3.0]","['Love', 'Marriage']","[{'Love': 3.0}, {'Marriage': 3.0}]"
43,0a2bb67df88e414692b43c63c9ab8370,"[22.0, 22.0, 22.0]","['Education', 'Love', 'Strength']","[{'Education': 22.0}, {'Love': 22.0}, {'Strength': 22.0}]"
44,0a36f9fa95ed491d831c3f1932397da1,"[205.0, 205.0, 205.0, 205.0, 205.0]","['Delivery', 'Exercise', 'HealthWellness', 'HealthyEating', 'Pregnancy']","[{'Delivery': 205.0}, {'Exercise': 205.0}, {'HealthWellness': 205.0}, {'HealthyEating': 205.0}, {'Pregnancy': 205.0}]"
45,0a3859f9baba426e90d4e564eafad02b,"[34.0, 34.0]","['Covid', 'Marriage']","[{'Covid': 34.0}, {'Marriage': 34.0}]"
46,0a71b406bf9f4113bafa64b622d7ea61,[13.0],['MentalHealth'],[{'MentalHealth': 13.0}]
47,0a872865f4af41efa881ca9fcfd619a9,"[15620.0, 7193.0, 3100.0, 2819.0, 2625.0, 2531.0, 1855.0, 1535.0, 1103.0, 687.0]","['Love', 'Vacation', 'Education', 'Travel', 'Emotions', 'Strength', 'Nostalgia', 'Happiness', 'Relationship', 'SelfCare']","[{'Love': 15620.0}, {'Vacation': 7193.0}, {'Education': 3100.0}, {'Travel': 2819.0}, {'Emotions': 2625.0}, {'Strength': 2531.0}, {'Nostalgia': 1855.0}, {'Happiness': 1535.0}, {'Relationship': 1103.0}, {'SelfCare': 687.0}]"
48,0aa94e32e9d34916b4a20fd37bd93838,"[28.0, 7.0, 7.0, 6.0]","['Love', 'Education', 'Emotions', 'MentalHealth']","[{'Love': 28.0}, {'Education': 7.0}, {'Emotions': 7.0}, {'MentalHealth': 6.0}]"
49,0aab0a2d51e44829ab32f5820c28aa5d,"[48.0, 47.0, 47.0, 36.0, 29.0, 29.0, 22.0, 22.0]","['Marriage', 'Education', 'Love', 'Culture', 'Covid', 'HealthWellness', 'MoviesTV', 'Parenting']","[{'Marriage': 48.0}, {'Education': 47.0}, {'Love': 47.0}, {'Culture': 36.0}, {'Covid': 29.0}, {'HealthWellness': 29.0}, {'MoviesTV': 22.0}, {'Parenting': 22.0}]"
50,0b122bc1e58d46fa9f8f578c50a26d4d,"[147.0, 147.0, 147.0, 147.0, 147.0, 147.0, 126.0]","['Covid', 'HealthWellness', 'HealthyEating', 'Inlaws', 'Marriage', 'Motherhood', 'Relationship']","[{'Covid': 147.0}, {'HealthWellness': 147.0}, {'HealthyEating': 147.0}, {'Inlaws': 147.0}, {'Marriage': 147.0}, {'Motherhood': 147.0}, {'Relationship': 126.0}]"
51,0b2c32c30fd24323bd7ac372eaf50950,"[29.0, 25.0, 23.0, 23.0, 23.0, 6.0]","['Education', 'Empowerment', 'Motherhood', 'Parenting', 'Strength', 'SelfCare']","[{'Education': 29.0}, {'Empowerment': 25.0}, {'Motherhood': 23.0}, {'Parenting': 23.0}, {'Strength': 23.0}, {'SelfCare': 6.0}]"
52,0b862d7a2844431fbfe08034bf154d7f,"[11908.0, 8744.0, 8424.0, 7962.0, 5944.0, 5167.0, 4536.0, 3906.0, 2242.0, 1152.0]","['Love', 'Strength', 'Relationship', 'Emotions', 'Marriage', 'Motherhood', 'Education', 'Empowerment', 'Parenting', 'Cooking']","[{'Love': 11908.0}, {'Strength': 8744.0}, {'Relationship': 8424.0}, {'Emotions': 7962.0}, {'Marriage': 5944.0}, {'Motherhood': 5167.0}, {'Education': 4536.0}, {'Empowerment': 3906.0}, {'Parenting': 2242.0}, {'Cooking': 1152.0}]"
53,0bc46a428d8c4be3af42f60515dd264e,"[40.0, 40.0, 40.0, 34.0, 34.0, 34.0, 34.0, 34.0]","['Happiness', 'MentalHealth', 'Strength', 'Divorce', 'Education', 'Love', 'Marriage', 'Relationship']","[{'Happiness': 40.0}, {'MentalHealth': 40.0}, {'Strength': 40.0}, {'Divorce': 34.0}, {'Education': 34.0}, {'Love': 34.0}, {'Marriage': 34.0}, {'Relationship': 34.0}]"
54,0bcb52ce9151498b8bf22d08471ef116,"[132.0, 37.0, 37.0, 37.0]","['Education', 'Guilt', 'Love', 'Motherhood']","[{'Education': 132.0}, {'Guilt': 37.0}, {'Love': 37.0}, {'Motherhood': 37.0}]"
55,0ccf81a2af7f4329a62ab0ff36c5301c,"[18701.0, 14758.0, 13863.0, 9740.0, 9419.0, 9390.0, 8280.0, 7921.0, 6447.0, 6336.0]","['Love', 'Education', 'Strength', 'Motherhood', 'Empowerment', 'Marriage', 'Emotions', 'Parenting', 'FamilyRelationships', 'Relationship']","[{'Love': 18701.0}, {'Education': 14758.0}, {'Strength': 13863.0}, {'Motherhood': 9740.0}, {'Empowerment': 9419.0}, {'Marriage': 9390.0}, {'Emotions': 8280.0}, {'Parenting': 7921.0}, {'FamilyRelationships': 6447.0}, {'Relationship': 6336.0}]"
56,0d209ece204347bfb4ed39a1edbfc427,"[55.0, 27.0, 15.0, 15.0, 15.0]","['Education', 'Strength', 'Covid', 'Gratitude', 'Schooling']","[{'Education': 55.0}, {'Strength': 27.0}, {'Covid': 15.0}, {'Gratitude': 15.0}, {'Schooling': 15.0}]"
57,0d4f0ea1be534b5fa8ff5dc294ba895b,"[17.0, 17.0, 17.0, 17.0]","['Empowerment', 'GenderDynamics', 'Love', 'Marriage']","[{'Empowerment': 17.0}, {'GenderDynamics': 17.0}, {'Love': 17.0}, {'Marriage': 17.0}]"
58,0d9df4b577494be5972ea9da345cdd69,"[104.0, 59.0, 45.0, 45.0]","['Motherhood', 'Breastfeeding', 'Love', 'Parenting']","[{'Motherhood': 104.0}, {'Breastfeeding': 59.0}, {'Love': 45.0}, {'Parenting': 45.0}]"
59,0dbffa7410104f9b85478652e93e769d,"[20.0, 20.0, 20.0, 20.0]","['BeautyFashion', 'Cooking', 'HealthyEating', 'Ingredient']","[{'BeautyFashion': 20.0}, {'Cooking': 20.0}, {'HealthyEating': 20.0}, {'Ingredient': 20.0}]"
60,0df9694420df4e2db4aac78dd0744305,"[32.0, 32.0, 32.0, 32.0]","['Happiness', 'Love', 'MentalHealth', 'Parenting']","[{'Happiness': 32.0}, {'Love': 32.0}, {'MentalHealth': 32.0}, {'Parenting': 32.0}]"
61,0e09c38bc4ea45898ab0414bbda0d3ce,"[106.0, 106.0, 106.0, 106.0]","['Education', 'Emotions', 'Love', 'Strength']","[{'Education': 106.0}, {'Emotions': 106.0}, {'Love': 106.0}, {'Strength': 106.0}]"
62,0e26f0dac2fb400e8290224cfcb0f331,"[113.0, 76.0, 70.0, 37.0, 37.0, 37.0, 33.0]","['Education', 'SelfCare', 'Parenting', 'Emotions', 'Love', 'Motherhood', 'ChildDevelopment']","[{'Education': 113.0}, {'SelfCare': 76.0}, {'Parenting': 70.0}, {'Emotions': 37.0}, {'Love': 37.0}, {'Motherhood': 37.0}, {'ChildDevelopment': 33.0}]"
63,0ef49e85de6048cbba7ec7f0acafc0bb,"[34.0, 34.0, 34.0, 34.0]","['Emotions', 'Love', 'Motherhood', 'Parenting']","[{'Emotions': 34.0}, {'Love': 34.0}, {'Motherhood': 34.0}, {'Parenting': 34.0}]"
64,0f7b2167985c49749d1cc831d3e9779f,"[40.0, 40.0]","['Education', 'Schooling']","[{'Education': 40.0}, {'Schooling': 40.0}]"
65,0faede662e13403cb9a9305379a2ca10,"[4280.0, 4048.0, 4048.0, 4048.0, 2106.0, 1614.0, 1172.0, 1074.0, 931.0, 491.0]","['HealthyEating', 'BabyCare', 'HealthWellness', 'Immunity', 'Marriage', 'Education', 'Inlaws', 'Love', 'Strength', 'Empowerment']","[{'HealthyEating': 4280.0}, {'BabyCare': 4048.0}, {'HealthWellness': 4048.0}, {'Immunity': 4048.0}, {'Marriage': 2106.0}, {'Education': 1614.0}, {'Inlaws': 1172.0}, {'Love': 1074.0}, {'Strength': 931.0}, {'Empowerment': 491.0}]"
66,0faf74b6254945e289bd3f79652141c2,"[220.0, 182.0, 113.0, 90.0]","['Motherhood', 'Parenting', 'Love', 'Emotions']","[{'Motherhood': 220.0}, {'Parenting': 182.0}, {'Love': 113.0}, {'Emotions': 90.0}]"
67,101b7948f02541f6bd6307418540fe9c,"[109.0, 57.0, 48.0, 1.0, 1.0]","['Love', 'SelfCare', 'Education', 'Happiness', 'Parenting']","[{'Love': 109.0}, {'SelfCare': 57.0}, {'Education': 48.0}, {'Happiness': 1.0}, {'Parenting': 1.0}]"
68,102206d18275455498c9c2760a388253,"[20.0, 20.0, 20.0, 20.0]","['Education', 'Life', 'Schooling', 'SelfCare']","[{'Education': 20.0}, {'Life': 20.0}, {'Schooling': 20.0}, {'SelfCare': 20.0}]"
69,10272fdff40a40b8ac5eb783a76d553d,"[29.0, 29.0, 29.0, 29.0]","['Emotions', 'Love', 'Marriage', 'Relationship']","[{'Emotions': 29.0}, {'Love': 29.0}, {'Marriage': 29.0}, {'Relationship': 29.0}]"
70,106fddc2c1c64ece85efaae1b75ea304,"[69.0, 69.0]","['BeautyFashion', 'MentalHealth']","[{'BeautyFashion': 69.0}, {'MentalHealth': 69.0}]"
71,10cc77170e2f43d3b5b7355c108c4e93,"[55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0]","['Delivery', 'Emotions', 'Happiness', 'HealthWellness', 'HealthyEating', 'Motherhood', 'Parenting', 'Pregnancy', 'Strength']","[{'Delivery': 55.0}, {'Emotions': 55.0}, {'Happiness': 55.0}, {'HealthWellness': 55.0}, {'HealthyEating': 55.0}, {'Motherhood': 55.0}, {'Parenting': 55.0}, {'Pregnancy': 55.0}, {'Strength': 55.0}]"
72,10da39b1ec624eef9413011423337768,"[47.0, 47.0, 47.0, 13.0, 13.0, 13.0, 13.0, 13.0]","['Marriage', 'Parenting', 'Strength', 'Cooking', 'HealthWellness', 'HealthyEating', 'Ingredient', 'Vegetarian']","[{'Marriage': 47.0}, {'Parenting': 47.0}, {'Strength': 47.0}, {'Cooking': 13.0}, {'HealthWellness': 13.0}, {'HealthyEating': 13.0}, {'Ingredient': 13.0}, {'Vegetarian': 13.0}]"
73,10f782da40474ed593ab2231012ad82f,"[27.0, 27.0, 27.0]","['Empowerment', 'GenderDynamics', 'Marriage']","[{'Empowerment': 27.0}, {'GenderDynamics': 27.0}, {'Marriage': 27.0}]"
74,1163fab689f64cde83e83632f4099667,"[40.0, 40.0]","['Grief', 'MentalHealth']","[{'Grief': 40.0}, {'MentalHealth': 40.0}]"
75,1167bb6112524cb88250769400ce32ea,"[34.0, 20.0, 14.0, 13.0, 13.0, 7.0]","['Marriage', 'Education', 'Love', 'Emotions', 'Empowerment', 'Parenting']","[{'Marriage': 34.0}, {'Education': 20.0}, {'Love': 14.0}, {'Emotions': 13.0}, {'Empowerment': 13.0}, {'Parenting': 7.0}]"
76,118bbfd5b55c4999a44be789057f3271,"[136.0, 136.0, 136.0]","['Love', 'Relationship', 'Strength']","[{'Love': 136.0}, {'Relationship': 136.0}, {'Strength': 136.0}]"
77,1195e6904a46479891d618669e1acb59,"[1594.0, 1455.0, 1081.0, 945.0, 716.0, 672.0, 612.0, 536.0, 418.0, 251.0]","['Love', 'Emotions', 'Strength', 'Marriage', 'Relationship', 'Technology', 'Motherhood', 'MentalHealth', 'Grief', 'Life']","[{'Love': 1594.0}, {'Emotions': 1455.0}, {'Strength': 1081.0}, {'Marriage': 945.0}, {'Relationship': 716.0}, {'Technology': 672.0}, {'Motherhood': 612.0}, {'MentalHealth': 536.0}, {'Grief': 418.0}, {'Life': 251.0}]"
78,11b3f3db3c4d44289fa1658818fdbf0b,"[1937.0, 1937.0]","['Love', 'SelfCare']","[{'Love': 1937.0}, {'SelfCare': 1937.0}]"
79,122f42924e9d4e0db9c724adac0ee2fa,[5.0],['BeautyFashion'],[{'BeautyFashion': 5.0}]
80,126082eefb6e4901bfdea435b88c7ca2,"[757.0, 512.0, 498.0, 398.0, 279.0, 263.0, 241.0, 212.0, 206.0, 127.0]","['Love', 'Education', 'Motherhood', 'Parenting', 'HealthWellness', 'Sleep', 'SelfCare', 'Marriage', 'Emotions', 'FamilyRelationships']","[{'Love': 757.0}, {'Education': 512.0}, {'Motherhood': 498.0}, {'Parenting': 398.0}, {'HealthWellness': 279.0}, {'Sleep': 263.0}, {'SelfCare': 241.0}, {'Marriage': 212.0}, {'Emotions': 206.0}, {'FamilyRelationships': 127.0}]"
